# Isometric level. One entity per line; the in-game editor writes this file.
# Block: x, y, height(feet), type, room
Block: 8, 2, 0, PlaceholderSurfaceDark.png, Main
Block: 9, 2, 0, PlaceholderSurface.png, Main
Block: 10, 2, 0, PlaceholderSurfaceDark.png, Main
Block: 11, 2, 0, MossyStoneMushroom1.png, Main
Block: 16, 2, 0, DarkStoneSimple4.png, roomy 2
Block: 17, 2, 0, DarkStoneSimple2.png, roomy 2
Block: 18, 2, 0, DarkStoneSimple2.png, roomy 2
Block: 19, 2, 0, DarkStoneSimple3.png, roomy 2
Block: 20, 2, 0, DarkStoneSimple2.png, roomy 2
Block: 21, 2, 0, DarkStoneSimple1.png, roomy 2
Block: 0, 3, 0, MossyStoneMushroom1.png, Main
Block: 1, 3, 0, MossyStone1.png, Main
Block: 2, 3, 0, PlaceholderSurface.png, Main
Block: 3, 3, 0, PlaceholderSurfaceDark.png, Main
Block: 4, 3, 0, PlaceholderSurface.png, Main
Block: 5, 3, 0, PlaceholderSurfaceDark.png, Main
Block: 6, 3, 0, PlaceholderSurface.png, Main
Block: 7, 3, 0, PlaceholderSurfaceDark.png, Main
Block: 8, 3, 0, PlaceholderSurface.png, Main
Block: 9, 3, 0, PlaceholderSurfaceDark.png, Main
Block: 10, 3, 0, PlaceholderSurface.png, Main
Block: 11, 3, 0, MossyStone4.png, Main
Block: 16, 3, 0, DarkStoneSimple1.png, roomy 2
Block: 17, 3, 0, DarkStoneSimple3.png, roomy 2
Block: 18, 3, 0, DarkStoneSimple4.png, roomy 2
Block: 19, 3, 0, DarkStoneSimple3.png, roomy 2
Block: 20, 3, 0, DarkStoneSimple1.png, roomy 2
Block: 21, 3, 0, DarkStoneSimple4.png, roomy 2
Block: 0, 4, 0, MossyStoneMushroom1.png, Main
Block: 1, 4, 0, MossyStone4.png, Main
Block: 2, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 3, 4, 0, PlaceholderSurface.png, Main
Block: 4, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 5, 4, 0, PlaceholderSurface.png, Main
Block: 6, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 7, 4, 0, PlaceholderSurface.png, Main
Block: 8, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 9, 4, 0, PlaceholderSurface.png, Main
Block: 10, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 11, 4, 0, MossyStone3.png, Main
Block: 15, 4, 0, PlaceholderSurfaceDark.png, roomy 2
Block: 16, 4, 0, DarkStoneSimple3.png, roomy 2
Block: 17, 4, 0, DarkStoneSimple3.png, roomy 2
Block: 18, 4, 0, DarkStoneSimple1.png, roomy 2
Block: 19, 4, 0, DarkStoneSimple1.png, roomy 2
Block: 20, 4, 0, DarkStoneSimple3.png, roomy 2
Block: 21, 4, 0, DarkStoneSimple4.png, roomy 2
Block: 0, 5, 0, MossyStone1.png, Main
Block: 1, 5, 0, MossyStone2.png, Main
Block: 2, 5, 0, PlaceholderSurface.png, Main
Block: 3, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 4, 5, 0, PlaceholderSurface.png, Main
Block: 5, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 6, 5, 0, PlaceholderSurface.png, Main
Block: 7, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 8, 5, 0, PlaceholderSurface.png, Main
Block: 9, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 10, 5, 0, PlaceholderSurface.png, Main
Block: 11, 5, 0, MossyStone1.png, Main
Block: 15, 5, 0, PlaceholderSurfaceDark.png, roomy 2
Block: 16, 5, 0, DarkStoneSimple3.png, roomy 2
Block: 17, 5, 0, DarkStoneSimple1.png, roomy 2
Block: 18, 5, 0, DarkStoneSimple2.png, roomy 2
Block: 19, 5, 0, DarkStoneSimple1.png, roomy 2
Block: 20, 5, 0, DarkStoneSimple2.png, roomy 2
Block: 21, 5, 0, DarkStoneSimple4.png, roomy 2
Block: 0, 6, 0, MossyStoneMushroom1.png, Main
Block: 1, 6, 0, MossyStoneMushroom1.png, Main
Block: 2, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 3, 6, 0, PlaceholderSurface.png, Main
Block: 4, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 5, 6, 0, PlaceholderSurface.png, Main
Block: 6, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 7, 6, 0, PlaceholderSurface.png, Main
Block: 8, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 9, 6, 0, PlaceholderSurface.png, Main
Block: 10, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 11, 6, 0, MossyStone4.png, Main
Block: 15, 6, 0, PlaceholderSurfaceDark.png, roomy 2
Block: 16, 6, 0, DarkStoneSimple3.png, roomy 2
Block: 17, 6, 0, DarkStoneSimple3.png, roomy 2
Block: 18, 6, 0, DarkStoneSimple3.png, roomy 2
Block: 19, 6, 0, DarkStoneSimple3.png, roomy 2
Block: 20, 6, 0, DarkStoneSimple2.png, roomy 2
Block: 21, 6, 0, DarkStoneSimple1.png, roomy 2
Block: 1, 7, 0, MossyStone1.png, Main
Block: 2, 7, 0, PlaceholderSurface.png, Main
Block: 3, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 4, 7, 0, PlaceholderSurface.png, Main
Block: 5, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 6, 7, 0, PlaceholderSurface.png, Main
Block: 7, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 8, 7, 0, PlaceholderSurface.png, Main
Block: 9, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 10, 7, 0, PlaceholderSurface.png, Main
Block: 11, 7, 0, MossyStone3.png, Main
Block: 15, 7, 0, PlaceholderSurfaceDark.png, roomy 2
Block: 16, 7, 0, DarkStoneSimple4.png, roomy 2
Block: 17, 7, 0, DarkStoneSimple3.png, roomy 2
Block: 18, 7, 0, DarkStoneSimple3.png, roomy 2
Block: 19, 7, 0, DarkStoneSimple2.png, roomy 2
Block: 20, 7, 0, DarkStoneSimple1.png, roomy 2
Block: 21, 7, 0, DarkStoneSimple4.png, roomy 2
Block: 2, 8, 0, MossyStone3.png, Main
Block: 3, 8, 0, MossyStone3.png, Main
Block: 4, 8, 0, MossyStoneMushroom1.png, Main
Block: 5, 8, 0, MossyStone2.png, Main
Block: 6, 8, 0, MossyStoneMushroom1.png, Main
Block: 7, 8, 0, MossyStone3.png, Main
Block: 8, 8, 0, MossyStone1.png, Main
Block: 9, 8, 0, MossyStone1.png, Main
Block: 10, 8, 0, MossyStone3.png, Main
Block: 16, 8, 0, DarkStoneSimple4.png, roomy 2
Block: 17, 8, 0, DarkStoneSimple4.png, roomy 2
Block: 18, 8, 0, DarkStoneSimple4.png, roomy 2
Block: 19, 8, 0, DarkStoneSimple4.png, roomy 2
Block: 20, 8, 0, DarkStoneSimple4.png, roomy 2
Block: 21, 8, 0, DarkStoneSimple4.png, roomy 2
Decoration: 7, 1, Tree1.png
Enemy: 17, 3, Living Stone
Enemy: 17, 7, Goblin
Enemy: 18, 5, Goblin
Enemy: 20, 5, Goblin
Enemy: 18, 6, Goblin
Trigger: 5, -1, Intro
Trigger: 10, 3, Intro
Trigger: 10, 4, Intro
Trigger: 10, 5, Intro
Trigger: 0, 6, Intro
Trigger: 10, 6, Intro
Transition: 11, 3, 1
Transition: 11, 4, 1
Transition: 15, 4, 1
Transition: 11, 5, 1
Transition: 15, 5, 1
Transition: 11, 6, 1
Transition: 15, 6, 1
Transition: 15, 7, 1
PlayerStart: 1, 2
PlayerStart: 1, 3
PlayerStart: 1, 4
PlayerStart: 1, 5
