# Isometric level. One entity per line; the in-game editor writes this file.
# Block: x, y, height(feet), type, room
Block: 11, 4, 1, PixelGrassSurface.png, Main
Block: -4, 5, 0, PixelStoneSurface.png, Main
Block: -3, 5, 0, PixelStoneSurface.png, Main
Block: -2, 5, 0, PixelStoneSurface.png, Main
Block: -1, 5, 0, PixelStoneSurface.png, Main
Block: 0, 5, 0, PixelStoneSurface.png, Main
Block: 1, 5, 0, PixelStoneSurface.png, Main
Block: 2, 5, 1, PixelGrassSurface.png, Main
Block: 3, 5, 1, PixelGrassSurface.png, Main
Block: 4, 5, 1, PixelGrassSurface.png, Main
Block: 5, 5, 1, PixelGrassSurface.png, Main
Block: 6, 5, 1, PixelGrassSurface.png, Main
Block: 7, 5, 1, PixelGrassSurface.png, Main
Block: 8, 5, 1, PixelGrassSurface.png, Main
Block: 9, 5, 1, PixelGrassSurface.png, Main
Block: 10, 5, 1, PixelGrassSurface.png, Main
Block: 11, 5, 1, PixelGrassSurface.png, Main
Block: -5, 6, 0, PixelStoneSurface.png, Main
Block: -4, 6, 0, PixelStoneSurface.png, Main
Block: -3, 6, 0, PixelStoneSurface.png, Main
Block: -2, 6, 0, PixelStoneSurface.png, Main
Block: -1, 6, 0, PixelStoneSurface.png, Main
Block: 0, 6, 0, PixelStoneSurface.png, Main
Block: 1, 6, 0, PixelStoneSurface.png, Main
Block: 2, 6, 1, PixelGrassSurface.png, Main
Block: 3, 6, 1, PixelGrassSurface.png, Main
Block: 4, 6, 1, PixelGrassSurface.png, Main
Block: 5, 6, 1, PixelGrassSurface.png, Main
Block: 6, 6, 1, PixelGrassSurface.png, Main
Block: 7, 6, 1, PixelGrassSurface.png, Main
Block: 8, 6, 1, PixelGrassSurface.png, Main
Block: 9, 6, 1, PixelGrassSurface.png, Main
Block: 10, 6, 1, PixelGrassSurface.png, Main
Block: 11, 6, 1, PixelGrassSurface.png, Main
Block: -5, 7, 0, PixelStoneSurface.png, Main
Block: -4, 7, 0, PixelStoneSurface.png, Main
Block: -3, 7, 0, PixelStoneSurface.png, Main
Block: -2, 7, 0, PixelStoneSurface.png, Main
Block: -1, 7, 0, PixelStoneSurface.png, Main
Block: 0, 7, 0, PixelStoneSurface.png, Main
Block: 1, 7, 0, PixelStoneSurface.png, Main
Block: 2, 7, 1, PixelGrassSurface.png, Main
Block: 3, 7, 1, PixelGrassSurface.png, Main
Block: 4, 7, 1, PixelGrassSurface.png, Main
Block: 5, 7, 1, PixelGrassSurface.png, Main
Block: 6, 7, 1, PixelGrassSurface.png, Main
Block: 7, 7, 1, PixelGrassSurface.png, Main
Block: 8, 7, 1, PixelGrassSurface.png, Main
Block: 9, 7, 1, PixelGrassSurface.png, Main
Block: 10, 7, 1, PixelGrassSurface.png, Main
Block: 11, 7, 1, PixelGrassSurface.png, Main
Block: -5, 8, 0, PixelStoneSurface.png, Main
Block: -4, 8, 0, PixelStoneSurface.png, Main
Block: -3, 8, 0, PixelStoneSurface.png, Main
Block: -2, 8, 0, PixelStoneSurface.png, Main
Block: -1, 8, 0, PixelStoneSurface.png, Main
Block: 0, 8, 0, PixelStoneSurface.png, Main
Block: 1, 8, 0, PixelStoneSurface.png, Main
Block: 2, 8, 1, PixelGrassSurface.png, Main
Block: 3, 8, 1, PixelGrassSurface.png, Main
Block: 4, 8, 1, PixelGrassSurface.png, Main
Block: 5, 8, 1, PixelGrassSurface.png, Main
Block: 6, 8, 1, PixelGrassSurface.png, Main
Block: 7, 8, 1, PixelGrassSurface.png, Main
Block: 8, 8, 1, PixelGrassSurface.png, Main
Block: 9, 8, 1, PixelGrassSurface.png, Main
Block: 10, 8, 1, PixelGrassSurface.png, Main
Block: 11, 8, 1, PixelGrassSurface.png, Main
Block: -5, 9, 0, PixelStoneSurface.png, Main
Block: -4, 9, 0, PixelStoneSurface.png, Main
Block: -3, 9, 0, PixelStoneSurface.png, Main
Block: -2, 9, 0, PixelStoneSurface.png, Main
Block: -1, 9, 0, PixelStoneSurface.png, Main
Block: 0, 9, 0, PixelStoneSurface.png, Main
Block: 1, 9, 0, PixelStoneSurface.png, Main
Block: 2, 9, 1, PixelGrassSurface.png, Main
Block: 3, 9, 1, PixelGrassSurface.png, Main
Block: 4, 9, 1, PixelGrassSurface.png, Main
Block: 5, 9, 1, PixelGrassSurface.png, Main
Block: 6, 9, 1, PixelGrassSurface.png, Main
Block: 7, 9, 1, PixelGrassSurface.png, Main
Block: 8, 9, 1, PixelGrassSurface.png, Main
Block: 9, 9, 1, PixelGrassSurface.png, Main
Block: 10, 9, 1, PixelGrassSurface.png, Main
Block: 11, 9, 1, PixelGrassSurface.png, Main
Block: -5, 10, 0, PixelStoneSurface.png, Main
Block: -4, 10, 0, PixelStoneSurface.png, Main
Block: -3, 10, 0, PixelStoneSurface.png, Main
Block: -2, 10, 0, PixelStoneSurface.png, Main
Block: 1, 10, 0, PixelStoneSurface.png, Main
Block: 2, 10, 0, PixelStoneSurface.png, Main
Block: 3, 10, 0, PixelStoneSurface.png, Main
Block: 4, 10, 0, PixelStoneSurface.png, Main
Block: 5, 10, 0, PixelStoneSurface.png, Main
Block: 6, 10, 0, PixelStoneSurface.png, Main
Block: 7, 10, 0, PixelStoneSurface.png, Main
Block: 8, 10, 0, PixelStoneSurface.png, Main
Block: 9, 10, 0, PixelStoneSurface.png, Main
Block: 10, 10, 0, PixelStoneSurface.png, Main
Block: -5, 11, 0, PixelStoneSurface.png, Main
Block: -4, 11, 0, PixelStoneSurface.png, Main
Block: -3, 11, 0, PixelStoneSurface.png, Main
Block: -2, 11, 0, PixelStoneSurface.png, Main
Block: -5, 12, 0, PixelStoneSurface.png, Main
Block: -4, 12, 0, PixelStoneSurface.png, Main
Block: -3, 12, 0, PixelStoneSurface.png, Main
Block: -2, 12, 0, PixelStoneSurface.png, Main
Block: -5, 13, 0, PixelStoneSurface.png, Main
Block: -4, 13, 0, PixelStoneSurface.png, Main
Block: -3, 13, 0, PixelStoneSurface.png, Main
Block: -2, 13, 0, PixelStoneSurface.png, Main
Block: -4, 14, 0, PixelStoneSurface.png, Main
Block: -3, 14, 0, PixelStoneSurface.png, Main
Block: -4, 15, 0, PixelStoneSurface.png, Main
Block: -3, 15, 0, PixelStoneSurface.png, Main
Block: -3, 17, 0, PixelStoneSurface.png, chezckers
Block: -2, 17, 0, PixelStoneSurface.png, chezckers
Block: -3, 18, 0, PixelStoneSurface.png, chezckers
Block: -2, 18, 0, PixelStoneSurface.png, chezckers
Block: -12, 19, 1, PixelGrassSurface.png, chezckers
Block: -11, 19, 1, PixelGrassSurface.png, chezckers
Block: -10, 19, 1, PixelGrassSurface.png, chezckers
Block: -9, 19, 1, PixelGrassSurface.png, chezckers
Block: -5, 19, 0, PixelStoneSurface.png, chezckers
Block: -4, 19, 0, PixelStoneSurface.png, chezckers
Block: -3, 19, 0, PixelStoneSurface.png, chezckers
Block: -2, 19, 0, PixelStoneSurface.png, chezckers
Block: -1, 19, 0, PixelStoneSurface.png, chezckers
Block: -12, 20, 1, PixelGrassSurface.png, chezckers
Block: -11, 20, 1, PixelGrassSurface.png, chezckers
Block: -10, 20, 1, PixelGrassSurface.png, chezckers
Block: -9, 20, 1, PixelGrassSurface.png, chezckers
Block: -8, 20, 0, PixelStoneSurface.png, chezckers
Block: -7, 20, 0, PixelGrassSurface.png, chezckers
Block: -6, 20, 0, PixelStoneSurface.png, chezckers
Block: -5, 20, 0, PixelGrassSurface.png, chezckers
Block: -4, 20, 0, PixelStoneSurface.png, chezckers
Block: -3, 20, 0, PixelGrassSurface.png, chezckers
Block: -2, 20, 0, PixelStoneSurface.png, chezckers
Block: -1, 20, 0, PixelGrassSurface.png, chezckers
Block: 0, 20, 0, PixelStoneSurface.png, chezckers
Block: 1, 20, 0, PixelGrassSurface.png, chezckers
Block: 2, 20, 0, PixelStoneSurface.png, chezckers
Block: 3, 20, 0, PixelGrassSurface.png, chezckers
Block: 4, 20, 0, PixelStoneSurface.png, chezckers
Block: 5, 20, 0, PixelGrassSurface.png, chezckers
Block: 6, 20, 0, PixelStoneSurface.png, chezckers
Block: -12, 21, 1, PixelGrassSurface.png, chezckers
Block: -11, 21, 1, PixelGrassSurface.png, chezckers
Block: -10, 21, 1, PixelGrassSurface.png, chezckers
Block: -9, 21, 1, PixelGrassSurface.png, chezckers
Block: -8, 21, 0, PixelGrassSurface.png, chezckers
Block: -7, 21, 0, PixelStoneSurface.png, chezckers
Block: -6, 21, 0, PixelGrassSurface.png, chezckers
Block: -5, 21, 0, PixelStoneSurface.png, chezckers
Block: -4, 21, 0, PixelGrassSurface.png, chezckers
Block: -3, 21, 0, PixelStoneSurface.png, chezckers
Block: -2, 21, 0, PixelGrassSurface.png, chezckers
Block: -1, 21, 0, PixelStoneSurface.png, chezckers
Block: 0, 21, 0, PixelGrassSurface.png, chezckers
Block: 1, 21, 0, PixelStoneSurface.png, chezckers
Block: 2, 21, 0, PixelGrassSurface.png, chezckers
Block: 3, 21, 0, PixelStoneSurface.png, chezckers
Block: 4, 21, 0, PixelGrassSurface.png, chezckers
Block: 5, 21, 0, PixelStoneSurface.png, chezckers
Block: 6, 21, 0, PixelGrassSurface.png, chezckers
Block: -12, 22, 1, PixelGrassSurface.png, chezckers
Block: -11, 22, 1, PixelGrassSurface.png, chezckers
Block: -10, 22, 1, PixelGrassSurface.png, chezckers
Block: -9, 22, 1, PixelGrassSurface.png, chezckers
Block: -8, 22, 0, PixelStoneSurface.png, chezckers
Block: -7, 22, 0, PixelGrassSurface.png, chezckers
Block: -6, 22, 0, PixelStoneSurface.png, chezckers
Block: -5, 22, 0, PixelGrassSurface.png, chezckers
Block: -4, 22, 0, PixelStoneSurface.png, chezckers
Block: -3, 22, 0, PixelGrassSurface.png, chezckers
Block: -2, 22, 0, PixelStoneSurface.png, chezckers
Block: -1, 22, 0, PixelGrassSurface.png, chezckers
Block: 0, 22, 0, PixelStoneSurface.png, chezckers
Block: 1, 22, 0, PixelGrassSurface.png, chezckers
Block: 2, 22, 0, PixelStoneSurface.png, chezckers
Block: 3, 22, 0, PixelGrassSurface.png, chezckers
Block: 4, 22, 0, PixelStoneSurface.png, chezckers
Block: 5, 22, 0, PixelGrassSurface.png, chezckers
Block: 6, 22, 0, PixelStoneSurface.png, chezckers
Block: -12, 23, 1, PixelGrassSurface.png, chezckers
Block: -11, 23, 1, PixelGrassSurface.png, chezckers
Block: -10, 23, 1, PixelGrassSurface.png, chezckers
Block: -9, 23, 1, PixelGrassSurface.png, chezckers
Block: -8, 23, 0, PixelGrassSurface.png, chezckers
Block: -7, 23, 0, PixelStoneSurface.png, chezckers
Block: -6, 23, 0, PixelGrassSurface.png, chezckers
Block: -5, 23, 0, PixelStoneSurface.png, chezckers
Block: -4, 23, 0, PixelGrassSurface.png, chezckers
Block: -3, 23, 0, PixelStoneSurface.png, chezckers
Block: -2, 23, 0, PixelGrassSurface.png, chezckers
Block: -1, 23, 0, PixelStoneSurface.png, chezckers
Block: 0, 23, 0, PixelGrassSurface.png, chezckers
Block: 1, 23, 0, PixelStoneSurface.png, chezckers
Block: 2, 23, 0, PixelGrassSurface.png, chezckers
Block: 3, 23, 0, PixelStoneSurface.png, chezckers
Block: 4, 23, 0, PixelGrassSurface.png, chezckers
Block: 5, 23, 0, PixelStoneSurface.png, chezckers
Block: 6, 23, 0, PixelGrassSurface.png, chezckers
Block: -12, 24, 1, PixelGrassSurface.png, chezckers
Block: -11, 24, 1, PixelGrassSurface.png, chezckers
Block: -10, 24, 1, PixelGrassSurface.png, chezckers
Block: -9, 24, 1, PixelGrassSurface.png, chezckers
Block: -8, 24, 0, PixelStoneSurface.png, chezckers
Block: -7, 24, 0, PixelGrassSurface.png, chezckers
Block: -6, 24, 0, PixelStoneSurface.png, chezckers
Block: -5, 24, 0, PixelGrassSurface.png, chezckers
Block: -4, 24, 0, PixelStoneSurface.png, chezckers
Block: -3, 24, 0, PixelGrassSurface.png, chezckers
Block: -2, 24, 0, PixelStoneSurface.png, chezckers
Block: -1, 24, 0, PixelGrassSurface.png, chezckers
Block: 0, 24, 0, PixelStoneSurface.png, chezckers
Block: 1, 24, 0, PixelGrassSurface.png, chezckers
Block: 2, 24, 0, PixelStoneSurface.png, chezckers
Block: 3, 24, 0, PixelGrassSurface.png, chezckers
Block: 4, 24, 0, PixelStoneSurface.png, chezckers
Block: 5, 24, 0, PixelGrassSurface.png, chezckers
Block: 6, 24, 0, PixelStoneSurface.png, chezckers
Block: -12, 25, 1, PixelGrassSurface.png, chezckers
Block: -11, 25, 1, PixelGrassSurface.png, chezckers
Block: -10, 25, 1, PixelGrassSurface.png, chezckers
Block: -9, 25, 1, PixelGrassSurface.png, chezckers
Block: -8, 25, 0, PixelGrassSurface.png, chezckers
Block: -7, 25, 0, PixelStoneSurface.png, chezckers
Block: -6, 25, 0, PixelGrassSurface.png, chezckers
Block: -5, 25, 0, PixelStoneSurface.png, chezckers
Block: -4, 25, 0, PixelGrassSurface.png, chezckers
Block: -3, 25, 0, PixelStoneSurface.png, chezckers
Block: -2, 25, 0, PixelGrassSurface.png, chezckers
Block: -1, 25, 0, PixelStoneSurface.png, chezckers
Block: 0, 25, 0, PixelGrassSurface.png, chezckers
Block: 1, 25, 0, PixelStoneSurface.png, chezckers
Block: 2, 25, 0, PixelGrassSurface.png, chezckers
Block: 3, 25, 0, PixelStoneSurface.png, chezckers
Block: 4, 25, 0, PixelGrassSurface.png, chezckers
Block: 5, 25, 0, PixelStoneSurface.png, chezckers
Block: 6, 25, 0, PixelGrassSurface.png, chezckers
Block: 7, 25, 0, PixelStoneSurface.png, Main
Block: -12, 26, 1, PixelGrassSurface.png, chezckers
Block: -11, 26, 1, PixelGrassSurface.png, chezckers
Block: -10, 26, 1, PixelGrassSurface.png, chezckers
Block: -9, 26, 1, PixelGrassSurface.png, chezckers
Block: -8, 26, 0, PixelStoneSurface.png, chezckers
Block: -7, 26, 0, PixelGrassSurface.png, chezckers
Block: -6, 26, 0, PixelStoneSurface.png, chezckers
Block: -5, 26, 0, PixelGrassSurface.png, chezckers
Block: -4, 26, 0, PixelStoneSurface.png, chezckers
Block: -3, 26, 0, PixelGrassSurface.png, chezckers
Enemy: -2, 23, Goblin
Enemy: -1, 23, Goblin
Enemy: 1, 23, Goblin
Enemy: -1, 24, Goblin
Enemy: 0, 24, Goblin
Enemy: 1, 24, Goblin
Transition: -4, 14, 1
Transition: -3, 14, 1
Transition: -4, 15, 1
Transition: -3, 15, 1
Transition: -3, 17, 1
Transition: -2, 17, 1
Transition: -3, 18, 1
Transition: -2, 18, 1
PlayerStart: 6, 4
PlayerStart: 6, 3
PlayerStart: 7, 3
PlayerStart: 7, 4
