# Isometric level. One entity per line; the in-game editor writes this file.
# Block: x, y, height(feet), type, room
Block: 12, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 13, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 14, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 15, 4, 0, PlaceholderSurfaceDark.png, Main
Block: 16, 4, 0, DarkStoneSimple3.png, Main
Block: 17, 4, 0, DarkStoneSimple3.png, Main
Block: 18, 4, 0, DarkStoneSimple1.png, Main
Block: 19, 4, 0, DarkStoneSimple1.png, Main
Block: 20, 4, 0, DarkStoneSimple3.png, Room 2
Block: 21, 4, 0, DarkStoneSimple4.png, Main
Block: 0, 5, 0, MossyStone1.png, Main
Block: 1, 5, 0, MossyStone2.png, Main
Block: 2, 5, 0, PlaceholderSurface.png, Main
Block: 3, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 4, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 5, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 6, 5, 0, PlaceholderSurface.png, Main
Block: 7, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 8, 5, 0, PlaceholderSurface.png, Main
Block: 9, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 10, 5, 0, PlaceholderSurface.png, Main
Block: 11, 5, 0, MossyStone1.png, Main
Block: 12, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 13, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 14, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 15, 5, 0, PlaceholderSurfaceDark.png, Main
Block: 16, 5, 0, DarkStoneSimple3.png, Main
Block: 17, 5, 0, DarkStoneSimple1.png, Main
Block: 18, 5, 0, DarkStoneSimple2.png, Main
Block: 19, 5, 0, DarkStoneSimple1.png, Main
Block: 20, 5, 0, DarkStoneSimple2.png, Main
Block: 21, 5, 0, DarkStoneSimple4.png, Main
Block: 0, 6, 0, MossyStoneMushroom1.png, Main
Block: 1, 6, 0, MossyStoneMushroom1.png, Main
Block: 2, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 3, 6, 0, PlaceholderSurface.png, Main
Block: 4, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 5, 6, 0, PlaceholderSurface.png, Main
Block: 6, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 7, 6, 0, PlaceholderSurface.png, Main
Block: 8, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 9, 6, 0, PlaceholderSurface.png, Main
Block: 10, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 11, 6, 0, MossyStone4.png, Main
Block: 12, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 13, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 14, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 15, 6, 0, PlaceholderSurfaceDark.png, Main
Block: 16, 6, 0, DarkStoneSimple3.png, Main
Block: 17, 6, 0, DarkStoneSimple3.png, Main
Block: 18, 6, 0, DarkStoneSimple3.png, Main
Block: 19, 6, 0, DarkStoneSimple3.png, Main
Block: 20, 6, 0, DarkStoneSimple2.png, Main
Block: 21, 6, 0, DarkStoneSimple1.png, Main
Block: 1, 7, 0, MossyStone1.png, Main
Block: 2, 7, 0, PlaceholderSurface.png, Main
Block: 3, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 4, 7, 0, PlaceholderSurface.png, Main
Block: 5, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 6, 7, 0, PlaceholderSurface.png, Main
Block: 7, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 8, 7, 0, PlaceholderSurface.png, Main
Block: 9, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 10, 7, 0, PlaceholderSurface.png, Main
Block: 11, 7, 0, MossyStone1.png, Main
Block: 14, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 15, 7, 0, PlaceholderSurfaceDark.png, Main
Block: 16, 7, 0, DarkStoneSimple4.png, Main
Block: 17, 7, 0, DarkStoneSimple3.png, Main
Block: 18, 7, 0, DarkStoneSimple3.png, Main
Block: 19, 7, 0, DarkStoneSimple2.png, Main
Block: 20, 7, 0, DarkStoneSimple1.png, Main
Block: 21, 7, 0, DarkStoneSimple4.png, Main
Block: 2, 8, 0, MossyStone3.png, Main
Block: 3, 8, 0, MossyStone3.png, Main
Block: 4, 8, 0, MossyStoneMushroom1.png, Main
Block: 5, 8, 0, MossyStone2.png, Main
Block: 6, 8, 0, MossyStoneMushroom1.png, Main
Block: 7, 8, 0, MossyStone3.png, Main
Block: 8, 8, 0, MossyStone1.png, Main
Block: 9, 8, 0, MossyStone1.png, Main
Block: 10, 8, 0, MossyStone3.png, Main
Block: 11, 8, 0, MossyStoneMushroom1.png, Main
Block: 16, 8, 0, DarkStoneSimple4.png, Main
Block: 17, 8, 0, DarkStoneSimple4.png, Main
Block: 18, 8, 0, DarkStoneSimple4.png, Main
Block: 19, 8, 0, DarkStoneSimple4.png, Main
Block: 20, 8, 0, DarkStoneSimple4.png, Main
Block: 21, 8, 0, DarkStoneSimple4.png, Main
Block: 9, 9, 0, DarkStoneSimple3.png, Main
Block: 10, 9, 0, GrassBlockRoots.png, Room 2
Block: 11, 9, 0, DarkStoneSimple3.png, Main
Block: 9, 10, 0, GrassBlockRoots.png, Room 2
Block: 10, 10, 0, DarkStoneSimple3.png, Main
Block: 11, 10, 0, GrassBlockRoots.png, Room 2
Block: 9, 11, 0, DarkStoneSimple3.png, Main
Block: 10, 11, 0, GrassBlockRoots.png, Room 2
Block: 11, 11, 0, DarkStoneSimple3.png, Main
Door: 13, 3, Main, Main, 4, Y
Enemy: 17, 3, Living Stone
Enemy: 17, 7, Goblin
Enemy: 18, 5, Goblin
Enemy: 20, 5, Goblin
Trigger: 1, 4, Intro
PlayerStart: 1, 2
PlayerStart: 1, 3
PlayerStart: 1, 4
PlayerStart: 1, 5
